stress_score,positive_affect,negative_affect,clarity_rating,prior_adherence,prior_delta,age_band,stress_state_bucket
30,18,40,1,0.16,3.84,41-60,High
13,42,44,2,0.69,-5.13,41-60,Moderate
19,11,50,3,0.86,6.34,18-25,Moderate
3,21,38,4,0.31,5.24,18-25,Moderate
31,19,26,5,0.87,4.75,18-25,Moderate
32,45,45,2,0.27,8.24,18-25,High
13,34,24,2,0.03,-2.49,26-40,Moderate
17,48,25,3,0.65,-1.9,18-25,Moderate
37,27,29,2,0.01,6.11,18-25,Moderate
12,13,23,1,0.97,8.32,18-25,Moderate
33,14,14,5,0.96,-6.73,18-25,Moderate
2,39,21,5,0.82,-2.43,18-25,Low
29,18,35,2,0.98,2.59,41-60,High
24,22,48,4,0.14,-8.91,26-40,Moderate
1,50,40,4,0.79,-5.13,41-60,Low
12,14,19,3,0.36,5.06,41-60,Moderate
29,16,15,3,1.0,-0.51,18-25,Moderate
23,15,21,1,0.71,-5.02,18-25,Moderate
33,35,27,5,0.63,-9.42,18-25,Moderate
21,39,39,2,0.16,9.19,41-60,Moderate
19,49,34,3,0.41,5.25,18-25,Moderate
7,28,32,3,0.02,1.73,18-25,Moderate
18,38,48,4,0.72,-1.15,26-40,Moderate
18,42,25,2,0.18,-2.97,41-60,Moderate
27,14,35,5,0.26,7.34,18-25,Moderate
32,32,42,3,0.7,-8.89,41-60,Moderate
25,25,22,1,0.48,-0.28,18-25,Moderate
37,11,15,2,0.45,4.37,18-25,Moderate
26,50,17,4,0.19,-0.72,26-40,Moderate
28,15,23,2,0.53,2.63,26-40,Moderate
21,32,16,2,0.93,-0.83,41-60,Moderate
9,18,24,4,0.41,8.53,18-25,Moderate
33,44,47,3,0.08,9.69,26-40,Moderate
5,28,12,2,0.97,-6.5,26-40,Moderate
4,12,20,1,0.72,5.54,18-25,Moderate
26,37,38,2,0.1,0.18,26-40,Moderate
36,25,33,3,0.53,9.92,41-60,Moderate
28,44,24,4,0.21,8.5,41-60,Moderate
15,19,41,3,0.34,-9.86,41-60,Moderate
37,40,49,2,0.98,3.0,26-40,High
24,10,12,2,0.9,2.47,26-40,Moderate
20,10,30,3,0.95,-1.87,41-60,Moderate
35,37,26,3,0.09,8.73,26-40,Moderate
11,48,21,2,0.2,6.1,41-60,Moderate
29,14,18,5,0.95,-9.0,41-60,Moderate
1,33,40,1,0.27,-2.01,41-60,Moderate
27,40,20,1,0.01,1.34,41-60,Moderate
34,11,48,5,0.82,-9.73,26-40,Moderate
20,38,29,5,0.07,3.69,26-40,Moderate
1,41,35,1,0.15,2.97,41-60,Moderate
4,22,28,4,0.61,-8.32,26-40,Moderate
34,21,39,5,0.58,-4.68,41-60,Moderate
2,29,40,5,0.45,5.07,26-40,Moderate
7,33,29,4,0.82,-4.79,18-25,Low
12,48,34,4,0.13,4.4,26-40,Low
12,41,24,4,0.1,-4.52,26-40,Low
15,50,19,2,0.13,7.33,26-40,Moderate
25,14,25,3,0.16,4.01,41-60,Moderate
22,23,24,1,0.08,-6.17,41-60,Moderate
22,26,23,5,0.39,6.96,26-40,Moderate
38,22,27,1,0.83,-1.93,41-60,Moderate
32,41,26,3,0.24,5.88,26-40,Moderate
36,43,29,1,0.11,-5.22,18-25,Moderate
20,20,36,2,0.17,-1.05,18-25,Moderate
15,16,25,3,0.54,1.03,18-25,Moderate
11,44,30,2,0.33,-4.44,18-25,Moderate
31,50,15,3,0.76,-5.88,18-25,Moderate
27,47,12,4,0.78,-3.23,18-25,Moderate
0,46,15,5,0.74,-8.95,26-40,Low
25,23,16,2,0.43,-6.22,26-40,Moderate
28,41,26,4,0.08,-6.08,26-40,Moderate
26,34,41,4,0.54,-4.61,26-40,Moderate
25,18,44,4,0.73,0.56,18-25,Moderate
29,37,44,3,1.0,6.05,18-25,Moderate
38,45,39,3,0.15,-4.31,18-25,Moderate
36,46,24,5,0.54,-8.45,26-40,Moderate
1,29,24,4,0.41,8.66,26-40,Moderate
22,35,20,4,0.36,-7.83,41-60,Moderate
28,20,46,2,0.17,0.25,26-40,High
9,44,18,3,0.17,3.45,26-40,Low
2,48,23,4,0.68,-5.94,18-25,Low
9,24,28,5,0.15,-3.98,18-25,Moderate
22,22,14,4,0.06,-1.0,18-25,Moderate
34,46,30,2,0.3,-0.8,26-40,Moderate
16,40,43,3,0.88,1.43,18-25,Moderate
1,11,24,5,0.21,-7.67,41-60,Moderate
27,23,39,1,0.02,-2.8,41-60,High
23,15,36,2,0.09,-7.98,26-40,Moderate
37,43,49,3,0.64,-7.18,18-25,Moderate
17,21,37,4,0.0,7.88,41-60,Moderate
10,31,44,4,0.95,-4.83,41-60,Low
17,23,27,4,0.05,-0.07,26-40,Moderate
7,13,36,4,0.77,6.06,18-25,Moderate
29,17,48,2,0.15,5.97,18-25,High
39,37,48,4,0.05,-6.47,26-40,Moderate
37,13,27,4,0.39,1.57,18-25,Moderate
27,14,12,4,0.17,-2.43,41-60,Moderate
19,28,20,3,0.39,3.32,41-60,Moderate
6,43,28,2,0.5,-1.7,26-40,Moderate
40,34,23,4,0.56,7.84,41-60,Moderate
14,25,36,2,0.4,1.0,26-40,Moderate
27,30,23,1,0.88,-0.54,18-25,Moderate
21,12,46,1,0.46,8.06,26-40,Moderate
11,15,49,4,0.64,-3.0,26-40,Moderate
8,11,38,1,0.84,9.23,18-25,Moderate
7,46,42,4,0.54,6.08,26-40,Low
31,36,10,3,0.38,-1.11,26-40,Moderate
31,14,26,1,0.09,-3.94,18-25,Moderate
22,44,16,5,0.99,3.97,26-40,Moderate
2,33,43,3,0.7,-9.57,41-60,Low
34,47,17,5,0.38,-2.65,18-25,Moderate
31,24,26,1,0.52,3.41,41-60,Moderate
15,38,18,1,0.93,4.47,26-40,Moderate
20,30,14,2,0.69,4.16,41-60,Moderate
12,10,29,1,0.43,-1.15,41-60,Moderate
8,50,12,3,0.47,-8.95,26-40,Low
24,20,45,5,0.24,4.9,18-25,Moderate
39,10,13,5,0.29,-5.05,26-40,Moderate
12,40,47,3,0.81,6.5,26-40,Low
6,31,38,3,0.7,-4.63,18-25,Low
38,21,16,3,0.57,8.42,41-60,Moderate
25,49,18,1,0.92,-3.78,18-25,Moderate
35,34,33,4,0.24,-0.6,41-60,Moderate
28,37,36,1,0.83,3.28,26-40,High
8,32,17,3,0.53,4.36,41-60,Low
30,46,14,5,0.53,-9.44,26-40,Moderate
34,48,16,3,0.99,-4.68,26-40,Moderate
21,17,26,4,0.75,3.87,18-25,Moderate
11,36,17,4,0.86,3.68,26-40,Low
28,29,25,1,0.66,0.45,41-60,Moderate
7,47,47,5,0.3,4.96,26-40,Low
30,21,26,1,0.31,7.72,41-60,Moderate
31,34,48,2,0.8,-4.61,18-25,High
34,43,47,1,0.16,8.95,18-25,High
7,34,41,2,0.18,4.7,18-25,Moderate
9,21,37,3,0.67,-2.43,41-60,Moderate
28,25,31,3,0.66,-6.04,26-40,Moderate
36,43,20,1,0.06,1.03,26-40,Moderate
33,16,32,1,0.72,-5.39,26-40,High
19,43,39,1,0.95,-0.26,26-40,Moderate
17,36,45,2,0.45,5.93,26-40,Moderate
40,43,45,5,0.62,0.8,26-40,Moderate
11,30,49,3,0.63,-2.8,41-60,Moderate
18,15,25,2,0.49,6.73,26-40,Moderate
11,19,16,1,0.39,-1.13,26-40,Moderate
23,34,16,2,0.78,-5.98,26-40,Moderate
32,16,33,3,0.04,3.17,18-25,Moderate
3,45,37,1,0.28,-3.02,18-25,Moderate
36,48,33,1,0.85,5.98,26-40,High
30,38,22,2,0.21,0.74,18-25,Moderate
33,48,13,3,0.47,9.2,26-40,Moderate
38,22,46,1,0.73,4.71,26-40,High
6,47,17,5,0.86,-5.35,26-40,Low
10,33,15,5,0.22,8.51,18-25,Low
18,15,38,3,0.46,2.14,18-25,Moderate
5,46,37,1,0.09,1.18,18-25,Moderate
5,27,19,4,0.75,-3.65,41-60,Moderate
36,29,10,4,0.26,-9.48,26-40,Moderate
30,36,26,5,0.28,7.63,41-60,Moderate
16,31,34,2,0.58,-6.9,18-25,Moderate
35,15,30,5,0.66,-3.18,41-60,Moderate
25,48,29,1,0.08,7.63,26-40,Moderate
20,25,25,4,0.38,8.51,26-40,Moderate
2,34,28,1,0.91,7.48,18-25,Moderate
9,27,31,1,0.47,-9.02,41-60,Moderate
25,22,36,1,0.45,-3.97,41-60,Moderate
29,44,23,4,0.25,8.42,18-25,Moderate
16,49,30,1,0.94,-5.75,18-25,Moderate
33,19,19,3,0.82,7.99,18-25,Moderate
11,32,36,2,0.61,-8.86,26-40,Moderate
0,15,31,1,0.2,-2.57,41-60,Moderate
25,17,33,5,0.65,5.59,26-40,Moderate
0,45,21,3,0.35,4.87,41-60,Low
6,20,45,4,0.55,8.6,18-25,Moderate
40,33,18,5,0.09,-1.0,18-25,Moderate
37,24,12,3,0.49,7.89,18-25,Moderate
10,24,37,2,0.19,7.84,18-25,Moderate
6,24,27,2,0.32,-6.43,26-40,Moderate
39,29,43,3,0.25,-3.59,41-60,Moderate
4,20,10,2,0.36,6.17,41-60,Moderate
20,29,32,5,0.76,-3.36,18-25,Moderate
21,29,27,1,0.13,-3.09,26-40,Moderate
13,45,14,3,0.06,-7.37,26-40,Low
12,25,33,5,0.25,1.11,26-40,Moderate
15,47,10,1,0.75,-9.65,26-40,Moderate
28,46,26,2,0.4,-4.05,41-60,Moderate
28,12,19,3,0.8,-1.69,41-60,Moderate
29,41,41,2,0.74,3.24,41-60,High
1,26,39,4,0.23,-1.87,18-25,Moderate
0,18,29,5,0.24,-5.45,18-25,Moderate
3,18,50,2,0.82,7.14,26-40,Moderate
8,15,28,5,0.59,7.74,41-60,Moderate
38,28,46,5,0.6,-8.21,26-40,Moderate
7,42,11,4,0.0,-9.78,41-60,Low
9,33,13,5,0.56,8.88,41-60,Low
17,33,11,1,0.76,5.8,18-25,Moderate
34,48,19,1,0.88,-1.32,18-25,Moderate
14,44,14,1,0.11,0.37,26-40,Moderate
22,16,32,4,0.45,6.74,18-25,Moderate
33,18,42,3,0.6,-8.71,18-25,Moderate
33,50,38,2,0.98,-5.35,18-25,High
14,17,35,4,0.11,7.4,26-40,Moderate
15,31,21,3,0.29,4.74,26-40,Moderate
28,27,19,2,0.14,-1.48,18-25,Moderate
20,10,24,4,0.27,-2.0,26-40,Moderate
22,50,43,4,0.86,1.29,18-25,Moderate
38,19,29,1,0.11,3.77,18-25,Moderate
14,37,40,5,0.1,0.54,18-25,Moderate
12,23,20,4,0.22,-0.71,18-25,Moderate
30,26,18,2,0.82,1.3,41-60,Moderate
4,15,39,1,0.67,6.15,41-60,Moderate
1,46,10,4,0.54,8.71,18-25,Low
2,18,31,4,0.52,9.5,26-40,Moderate
29,31,15,2,0.81,-6.06,41-60,Moderate
15,21,10,5,0.29,7.06,26-40,Moderate
14,17,19,5,0.16,-2.67,18-25,Moderate
10,29,29,5,0.59,4.38,18-25,Moderate
33,35,39,1,0.33,6.75,18-25,High
3,15,23,4,0.23,8.63,18-25,Moderate
16,28,15,5,0.63,-4.5,26-40,Moderate
39,20,16,2,0.23,7.46,18-25,Moderate
30,35,50,4,0.3,-2.14,26-40,Moderate
1,11,25,1,0.96,0.06,18-25,Moderate
12,40,30,2,0.86,-1.31,18-25,Moderate
1,47,41,2,0.27,5.34,41-60,Moderate
40,19,13,3,0.85,-9.9,41-60,Moderate
13,47,21,5,0.84,-0.34,26-40,Low
10,50,12,5,0.93,-2.33,26-40,Low
33,40,49,2,0.8,0.59,18-25,High
24,28,17,4,0.63,5.26,41-60,Moderate
21,26,45,1,0.8,-2.46,18-25,Moderate
29,30,21,5,0.06,8.54,18-25,Moderate
10,17,13,3,0.53,-8.02,18-25,Moderate
29,36,30,4,0.57,2.31,18-25,Moderate
12,18,13,4,0.28,4.44,18-25,Moderate
25,47,22,4,0.16,-8.93,26-40,Moderate
12,22,37,5,0.38,5.14,41-60,Moderate
12,18,42,5,0.0,-8.55,18-25,Moderate
32,26,33,5,0.71,9.47,18-25,Moderate
15,11,26,3,0.45,-9.86,41-60,Moderate
11,29,25,3,0.68,4.05,18-25,Moderate
32,39,21,2,0.3,-7.47,18-25,Moderate
13,39,42,5,0.66,-0.58,26-40,Low
37,20,38,1,0.35,-7.35,41-60,High
18,11,31,4,0.72,-2.95,26-40,Moderate
8,43,32,5,0.43,-0.59,26-40,Low
15,24,10,3,0.08,8.57,41-60,Moderate
17,50,27,3,0.71,6.42,26-40,Moderate
0,36,36,3,0.83,5.34,26-40,Low
28,24,44,5,0.1,3.52,26-40,Moderate
36,12,18,2,0.17,2.13,18-25,Moderate
22,32,30,1,0.9,-8.53,41-60,Moderate
16,47,45,1,0.31,7.18,18-25,Moderate
12,49,24,3,0.73,2.34,18-25,Low
23,45,50,2,0.26,2.72,41-60,Moderate
10,21,27,4,0.15,7.26,41-60,Moderate
24,21,30,1,0.51,-9.64,18-25,Moderate
24,44,41,1,0.8,-7.29,41-60,Moderate
7,14,14,1,0.93,-0.32,41-60,Moderate
29,25,42,2,0.25,7.99,41-60,High
24,25,24,2,0.28,-1.27,18-25,Moderate
28,33,24,3,0.39,-5.15,26-40,Moderate
9,44,32,1,0.01,-9.61,18-25,Moderate
13,38,10,4,0.57,2.75,41-60,Low
25,26,48,4,0.43,-0.32,18-25,Moderate
18,33,33,3,0.62,-3.8,18-25,Moderate
40,36,18,4,0.76,-0.95,18-25,Moderate
30,19,46,5,0.04,-5.27,41-60,Moderate
5,49,21,5,1.0,9.92,41-60,Low
19,24,40,2,0.66,0.56,26-40,Moderate
38,37,39,5,0.92,-1.84,26-40,Moderate
14,30,46,4,0.8,-8.68,41-60,Moderate
27,32,49,4,0.78,1.68,26-40,Moderate
25,39,42,1,0.48,-6.55,26-40,Moderate
17,16,35,2,0.92,-6.05,26-40,Moderate
30,16,18,5,0.77,3.12,41-60,Moderate
20,40,43,1,0.72,5.08,26-40,Moderate
5,30,42,4,0.66,-5.21,26-40,Moderate
20,43,24,3,0.52,-0.76,41-60,Moderate
8,46,29,2,0.07,7.29,18-25,Moderate
8,41,15,4,0.28,8.1,41-60,Low
11,28,30,3,0.36,-7.98,41-60,Moderate
27,27,45,2,0.32,9.63,41-60,High
28,13,19,1,0.92,1.85,26-40,Moderate
24,15,35,3,0.11,5.15,41-60,Moderate
0,48,12,4,0.13,5.32,41-60,Low
7,47,28,2,0.87,-8.35,18-25,Moderate
40,28,39,5,0.25,-1.87,26-40,Moderate
30,48,33,2,0.17,-4.66,18-25,High
39,15,47,1,0.61,1.31,18-25,High
16,16,36,1,0.97,-1.23,41-60,Moderate
25,31,37,5,0.86,-7.8,41-60,Moderate
17,25,42,5,0.76,-4.31,41-60,Moderate
30,37,12,2,0.75,9.36,26-40,Moderate
13,16,45,2,0.7,6.51,26-40,Moderate
29,36,48,2,0.17,-3.55,41-60,High
0,31,20,2,0.39,-4.92,18-25,Moderate
25,30,22,1,0.26,-6.19,26-40,Moderate
5,22,31,5,0.19,-2.28,18-25,Moderate
13,14,45,2,0.15,-9.41,26-40,Moderate
9,26,39,5,0.09,5.17,26-40,Moderate
32,47,34,2,0.1,7.62,26-40,High
36,50,39,1,0.54,-4.33,18-25,High
0,21,14,1,0.06,2.86,41-60,Moderate
2,28,38,2,0.64,-7.42,18-25,Moderate
35,26,21,4,0.91,6.66,41-60,Moderate
3,26,46,2,0.53,-3.93,26-40,Moderate
19,47,33,5,0.97,2.14,18-25,Moderate
33,10,33,1,0.25,0.64,26-40,High
24,37,24,3,0.19,-5.71,41-60,Moderate
30,36,21,1,0.19,-8.88,26-40,Moderate
20,19,25,4,0.27,3.08,41-60,Moderate
30,20,29,4,0.83,-3.0,26-40,Moderate
16,20,39,3,0.45,-0.58,18-25,Moderate
26,46,44,4,0.16,9.7,18-25,Moderate
35,28,26,5,0.72,4.12,41-60,Moderate
27,10,45,3,0.85,-0.4,41-60,Moderate
37,30,18,5,0.51,-7.89,41-60,Moderate
1,17,22,1,0.26,-6.73,18-25,Moderate
29,22,28,1,0.68,0.04,26-40,Moderate
21,27,32,2,0.69,-3.49,41-60,Moderate
32,23,25,3,0.29,-1.52,26-40,Moderate
30,23,37,5,0.06,-6.75,18-25,Moderate
25,15,18,2,0.63,-6.99,18-25,Moderate
4,45,45,3,0.97,-6.49,18-25,Low
16,48,35,4,0.45,-4.92,26-40,Moderate
20,28,30,4,0.54,-3.9,26-40,Moderate
31,19,49,5,0.19,3.06,18-25,Moderate
3,24,26,4,0.31,3.27,26-40,Moderate
22,27,10,3,0.18,-1.37,26-40,Moderate
0,12,12,5,0.86,-9.89,18-25,Moderate
35,38,35,4,0.45,5.07,26-40,Moderate
32,31,12,5,0.76,-6.64,26-40,Moderate
36,40,30,2,0.44,-4.64,26-40,Moderate
23,20,50,5,1.0,2.16,18-25,Moderate
0,28,31,1,0.91,-2.63,41-60,Moderate
15,42,22,1,0.83,6.66,26-40,Moderate
38,42,42,5,0.34,-3.83,18-25,Moderate
30,34,42,5,0.85,-7.2,41-60,Moderate
40,40,22,3,0.1,-8.92,26-40,Moderate
27,28,32,5,0.4,3.57,41-60,Moderate
32,14,12,5,0.81,-7.81,18-25,Moderate
21,32,39,4,0.86,-8.43,41-60,Moderate
6,42,14,1,0.21,3.38,41-60,Moderate
3,43,14,1,0.28,5.85,26-40,Moderate
25,10,13,2,0.56,-6.28,41-60,Moderate
15,30,35,2,0.82,-4.3,18-25,Moderate
11,10,18,3,0.32,4.42,18-25,Moderate
15,33,23,5,0.61,1.71,18-25,Moderate
23,18,22,2,0.26,-8.31,41-60,Moderate
18,34,31,3,0.46,-0.15,18-25,Moderate
20,48,29,2,0.83,-4.15,41-60,Moderate
32,11,28,4,0.99,-6.66,41-60,Moderate
5,26,34,4,0.83,4.08,26-40,Moderate
17,35,45,1,0.63,-1.01,41-60,Moderate
32,36,13,2,0.82,-9.43,26-40,Moderate
36,41,16,1,0.29,-2.15,41-60,Moderate
10,33,17,1,0.82,-9.25,41-60,Moderate
18,29,23,1,0.75,-9.83,41-60,Moderate
3,36,37,5,0.49,2.61,26-40,Low
32,28,30,1,0.68,4.11,26-40,Moderate
7,25,27,5,0.52,-8.52,26-40,Moderate
5,50,14,3,0.85,9.95,18-25,Low
0,28,17,3,0.23,4.7,26-40,Moderate
39,28,27,2,0.58,8.08,41-60,Moderate
17,48,25,1,0.21,-3.74,26-40,Moderate
24,41,47,3,0.04,2.77,41-60,Moderate
11,26,46,3,0.44,7.22,26-40,Moderate
4,21,50,3,0.69,0.27,26-40,Moderate
8,50,27,2,0.11,1.54,18-25,Moderate
16,43,12,5,0.67,-9.12,18-25,Moderate
29,32,36,2,0.45,-3.35,18-25,High
33,46,31,1,0.51,-6.0,26-40,High
8,11,41,2,0.15,-8.54,26-40,Moderate
12,17,10,1,0.19,-7.8,18-25,Moderate
30,50,16,5,0.3,-3.67,41-60,Moderate
5,34,28,5,0.69,7.42,26-40,Low
14,22,22,5,0.32,9.49,26-40,Moderate
17,45,35,2,0.75,9.29,41-60,Moderate
12,10,32,3,0.17,1.59,18-25,Moderate
14,49,12,5,0.5,-4.55,41-60,Moderate
37,49,10,5,0.07,7.62,18-25,Moderate
18,12,45,3,0.94,3.56,18-25,Moderate
25,25,45,1,0.28,9.93,26-40,Moderate
36,23,36,4,0.8,-3.2,41-60,Moderate
3,39,28,1,0.03,-2.66,41-60,Moderate
9,40,46,3,0.7,-7.16,41-60,Low
12,28,10,5,0.93,-8.9,41-60,Moderate
10,26,17,4,0.96,-2.3,41-60,Moderate
1,25,40,5,0.91,-5.83,18-25,Moderate
27,17,23,4,0.16,4.72,26-40,Moderate
31,50,11,1,0.05,-9.73,41-60,Moderate
0,45,21,1,0.82,7.79,41-60,Moderate
37,42,31,1,0.88,7.84,41-60,High
15,24,17,5,0.39,4.27,18-25,Moderate
6,26,41,3,0.1,4.38,26-40,Moderate
28,31,10,5,0.32,-3.32,18-25,Moderate
9,28,46,3,0.44,8.65,26-40,Moderate
5,17,45,1,0.64,-4.26,41-60,Moderate
6,32,28,5,0.02,1.63,41-60,Low
18,42,13,2,0.65,4.54,26-40,Moderate
34,37,15,1,0.23,-4.73,26-40,Moderate
15,33,14,1,0.67,-3.63,26-40,Moderate
4,46,40,4,0.25,0.13,26-40,Low
26,44,35,1,0.42,2.3,26-40,Moderate
17,42,34,5,0.59,2.49,41-60,Moderate
38,41,27,1,0.54,4.31,41-60,Moderate
34,39,21,3,0.18,-1.26,18-25,Moderate
3,34,41,4,0.41,-5.88,18-25,Low
37,10,12,5,0.91,6.77,41-60,Moderate
13,50,44,2,0.73,-7.37,26-40,Moderate
12,25,27,5,0.01,-3.94,26-40,Moderate
40,16,24,4,0.3,-0.09,18-25,Moderate
1,22,49,1,0.88,-1.81,18-25,Moderate
30,25,15,4,0.97,-6.13,26-40,Moderate
17,13,18,2,0.84,-9.36,41-60,Moderate
40,49,12,1,0.54,0.87,41-60,Moderate
21,13,15,2,0.46,0.99,41-60,Moderate
27,44,40,5,0.82,-5.8,41-60,Moderate
17,46,50,3,0.8,-1.17,26-40,Moderate
34,37,48,5,0.98,-2.02,41-60,Moderate
20,44,42,3,0.78,5.18,41-60,Moderate
0,38,33,1,0.81,-8.25,41-60,Moderate
15,47,20,3,0.43,3.59,26-40,Moderate
31,18,38,2,0.12,-7.72,26-40,High
37,42,16,4,0.97,-9.25,18-25,Moderate
16,45,12,1,0.11,2.57,41-60,Moderate
39,42,29,4,0.77,1.93,18-25,Moderate
14,15,42,3,0.51,1.71,41-60,Moderate
5,24,25,2,0.65,-5.81,26-40,Moderate
16,39,19,3,0.28,9.0,18-25,Moderate
6,35,24,3,0.83,8.28,41-60,Low
30,37,16,3,0.04,7.58,18-25,Moderate
28,33,48,4,0.9,-7.43,18-25,Moderate
28,39,38,2,0.94,-5.32,26-40,High
29,39,12,3,0.04,8.3,18-25,Moderate
8,50,22,5,0.21,3.77,41-60,Low
7,41,29,2,0.32,6.78,18-25,Moderate
7,38,40,1,0.69,8.27,41-60,Moderate
10,11,50,2,0.27,-5.81,18-25,Moderate
3,32,29,1,0.72,3.75,26-40,Moderate
28,26,35,1,0.4,-8.75,26-40,High
19,11,33,3,0.06,3.46,26-40,Moderate
12,45,44,4,0.68,5.44,18-25,Low
1,15,40,2,0.72,-5.88,26-40,Moderate
22,12,41,4,0.59,-0.91,41-60,Moderate
33,46,29,5,0.78,6.43,26-40,Moderate
10,27,38,1,0.79,-8.02,18-25,Moderate
17,33,47,2,0.53,-8.94,41-60,Moderate
0,35,24,3,0.45,-7.98,18-25,Low
30,44,10,4,0.14,-7.45,18-25,Moderate
24,41,21,5,0.77,-2.83,26-40,Moderate
7,13,14,1,0.33,7.2,26-40,Moderate
3,13,30,5,0.15,-9.8,26-40,Moderate
6,25,26,4,0.57,-1.29,26-40,Moderate
33,42,35,2,0.69,6.67,18-25,High
21,43,24,2,0.37,-0.28,26-40,Moderate
22,26,18,2,0.11,3.66,26-40,Moderate
32,40,15,2,0.23,-5.21,26-40,Moderate
12,25,38,2,0.53,8.11,26-40,Moderate
9,10,35,2,0.76,-2.28,26-40,Moderate
3,37,16,2,0.2,-0.1,26-40,Moderate
1,35,23,2,0.31,9.47,26-40,Moderate
16,31,13,3,0.74,-3.74,26-40,Moderate
18,25,34,2,0.99,3.58,26-40,Moderate
38,50,13,1,0.34,-7.84,41-60,Moderate
25,45,43,1,0.57,1.22,41-60,Moderate
4,31,14,3,0.4,9.28,18-25,Low
21,36,19,2,0.42,-1.94,41-60,Moderate
9,15,14,2,0.11,-3.89,41-60,Moderate
24,13,49,3,0.94,5.9,18-25,Moderate
34,19,43,4,0.13,3.56,18-25,Moderate
18,43,34,1,0.48,-2.47,26-40,Moderate
38,40,28,3,0.99,2.39,26-40,Moderate
27,27,35,3,0.3,2.76,26-40,Moderate
5,10,17,1,0.73,-9.19,26-40,Moderate
24,28,38,5,0.34,9.82,41-60,Moderate
6,26,19,4,0.14,3.9,26-40,Moderate
17,35,25,5,0.29,1.54,41-60,Moderate
10,41,15,3,0.41,8.74,41-60,Low
12,19,46,2,0.26,-7.46,18-25,Moderate
24,43,48,2,0.81,9.62,41-60,Moderate
15,46,38,4,0.73,-2.66,41-60,Moderate
25,28,21,5,0.73,7.43,26-40,Moderate
33,16,44,1,0.17,1.63,41-60,High
14,31,15,4,0.2,-0.96,18-25,Moderate
28,41,41,5,0.7,5.85,41-60,Moderate
3,31,27,3,0.71,3.55,18-25,Low
23,11,22,5,0.36,3.36,41-60,Moderate
2,44,32,4,0.8,4.32,26-40,Low
35,42,35,1,0.98,2.27,41-60,High
30,21,40,4,0.32,1.93,26-40,Moderate
11,29,46,1,0.7,-3.15,18-25,Moderate
13,20,16,5,0.59,0.41,26-40,Moderate
9,28,40,1,0.4,-9.47,18-25,Moderate
23,18,16,3,0.33,1.76,26-40,Moderate
10,21,22,4,0.51,9.39,41-60,Moderate
35,37,33,5,0.52,6.73,18-25,Moderate
34,49,11,2,0.83,5.77,26-40,Moderate
8,31,14,4,0.59,5.29,41-60,Low
18,25,40,3,0.51,-0.46,26-40,Moderate
17,35,22,2,0.61,-2.09,41-60,Moderate
22,12,34,3,0.17,-8.82,41-60,Moderate
38,34,33,1,0.44,-8.7,26-40,High
18,25,33,4,0.56,8.07,26-40,Moderate
5,14,23,5,0.43,5.72,41-60,Moderate
3,17,33,3,0.34,2.16,41-60,Moderate
25,36,25,2,0.97,5.06,41-60,Moderate
5,17,16,2,0.65,6.6,41-60,Moderate
8,19,26,4,0.83,-3.04,41-60,Moderate
40,38,15,3,0.16,6.25,26-40,Moderate
24,25,25,5,0.52,5.27,18-25,Moderate
37,50,37,1,0.62,-7.74,18-25,High
0,38,40,1,0.74,1.61,26-40,Moderate
29,43,20,3,0.5,-6.79,18-25,Moderate
17,22,33,3,0.07,6.59,26-40,Moderate
30,37,31,4,0.7,-4.17,26-40,Moderate
6,15,33,3,0.75,-6.49,26-40,Moderate
35,47,49,3,0.28,6.14,26-40,Moderate
4,35,23,5,0.21,-9.93,18-25,Low
17,32,47,3,0.45,9.61,41-60,Moderate
34,32,36,4,0.96,7.75,18-25,Moderate
7,25,50,3,0.38,-0.54,41-60,Moderate
31,35,15,3,0.78,-4.63,18-25,Moderate
4,22,41,1,0.03,4.26,26-40,Moderate
7,34,49,4,0.25,-1.0,26-40,Low
26,29,24,3,0.21,3.08,18-25,Moderate
24,42,23,1,0.79,3.47,41-60,Moderate
23,22,18,1,0.2,6.87,26-40,Moderate
15,17,38,5,0.9,-4.59,18-25,Moderate
13,39,48,3,0.61,9.28,18-25,Low
32,27,25,4,0.05,8.16,26-40,Moderate
28,39,35,1,0.78,-6.89,26-40,High
28,31,22,4,0.93,8.64,18-25,Moderate
12,36,46,5,0.02,8.69,26-40,Low
35,49,26,5,0.94,-6.28,41-60,Moderate
33,13,33,5,0.14,-9.55,26-40,Moderate
2,24,40,2,0.67,3.82,41-60,Moderate
5,38,26,5,0.36,9.36,18-25,Low
16,30,20,2,0.05,-7.03,26-40,Moderate
20,27,44,4,0.36,-6.74,26-40,Moderate
11,30,46,2,0.49,3.95,41-60,Moderate
26,13,30,5,0.64,8.19,18-25,Moderate
34,50,46,1,0.15,-6.47,18-25,High
13,13,29,2,0.88,1.72,18-25,Moderate
4,47,39,3,0.59,-3.29,41-60,Low
15,24,32,4,0.12,9.39,41-60,Moderate
28,30,24,2,0.68,-8.66,41-60,Moderate
3,36,32,5,0.66,-1.61,26-40,Low
8,16,13,5,0.31,-5.96,26-40,Moderate
27,25,50,4,0.2,-4.39,41-60,Moderate
20,15,27,4,0.34,-8.77,26-40,Moderate
25,27,28,3,0.89,-5.57,26-40,Moderate
16,32,43,1,0.8,0.76,41-60,Moderate
2,28,37,3,0.74,2.03,41-60,Moderate
10,46,10,1,0.37,-1.95,26-40,Moderate
